File	Start	End	Mode	Pitch Angle (P)	Error	Mode Method	Arm Method
ngc1566	1	315	2	-44.99999769714822	5.187235922364237Amp	BAR
ngc5033	1	270	2	-57.994614710728996	7.3444164520748245Amp	BAR
