-50.000000 1.972273e-02
-49.750000 1.958805e-02
-49.500000 1.942795e-02
-49.250000 1.925401e-02
-49.000000 1.907987e-02
-48.750000 1.892041e-02
-48.500000 1.879075e-02
-48.250000 1.870504e-02
-48.000000 1.867509e-02
-47.750000 1.870912e-02
-47.500000 1.881081e-02
-47.250000 1.897876e-02
-47.000000 1.920658e-02
-46.750000 1.948350e-02
-46.500000 1.979543e-02
-46.250000 2.012628e-02
-46.000000 2.045931e-02
-45.750000 2.077843e-02
-45.500000 2.106923e-02
-45.250000 2.131986e-02
-45.000000 2.152164e-02
-44.750000 2.166943e-02
-44.500000 2.176177e-02
-44.250000 2.180087e-02
-44.000000 2.179235e-02
-43.750000 2.174478e-02
-43.500000 2.166908e-02
-43.250000 2.157770e-02
-43.000000 2.148367e-02
-42.750000 2.139959e-02
-42.500000 2.133652e-02
-42.250000 2.130313e-02
-42.000000 2.130495e-02
-41.750000 2.134395e-02
-41.500000 2.141855e-02
-41.250000 2.152397e-02
-41.000000 2.165282e-02
-40.750000 2.179598e-02
-40.500000 2.194353e-02
-40.250000 2.208559e-02
-40.000000 2.221317e-02
-39.750000 2.231876e-02
-39.500000 2.239686e-02
-39.250000 2.244426e-02
-39.000000 2.246032e-02
-38.750000 2.244702e-02
-38.500000 2.240894e-02
-38.250000 2.235325e-02
-38.000000 2.228945e-02
-37.750000 2.222909e-02
-37.500000 2.218536e-02
-37.250000 2.217238e-02
-37.000000 2.220446e-02
-36.750000 2.229507e-02
-36.500000 2.245572e-02
-36.250000 2.269491e-02
-36.000000 2.301720e-02
-35.750000 2.342254e-02
-35.500000 2.390609e-02
-35.250000 2.445845e-02
-35.000000 2.506636e-02
-34.750000 2.571361e-02
-34.500000 2.638223e-02
-34.250000 2.705369e-02
-34.000000 2.771008e-02
-33.750000 2.833521e-02
-33.500000 2.891550e-02
-33.250000 2.944076e-02
-33.000000 2.990477e-02
-32.750000 3.030565e-02
-32.500000 3.064596e-02
-32.250000 3.093259e-02
-32.000000 3.117637e-02
-31.750000 3.139130e-02
-31.500000 3.159354e-02
-31.250000 3.180013e-02
-31.000000 3.202751e-02
-30.750000 3.228998e-02
-30.500000 3.259828e-02
-30.250000 3.295849e-02
-30.000000 3.337138e-02
-29.750000 3.383233e-02
-29.500000 3.433178e-02
-29.250000 3.485615e-02
-29.000000 3.538914e-02
-28.750000 3.591310e-02
-28.500000 3.641043e-02
-28.250000 3.686488e-02
-28.000000 3.726256e-02
-27.750000 3.759271e-02
-27.500000 3.784827e-02
-27.250000 3.802607e-02
-27.000000 3.812683e-02
-26.750000 3.815494e-02
-26.500000 3.811798e-02
-26.250000 3.802617e-02
-26.000000 3.789159e-02
-25.750000 3.772734e-02
-25.500000 3.754670e-02
-25.250000 3.736227e-02
-25.000000 3.718519e-02
-24.750000 3.702452e-02
-24.500000 3.688681e-02
-24.250000 3.677589e-02
-24.000000 3.669287e-02
-23.750000 3.663647e-02
-23.500000 3.660337e-02
-23.250000 3.658888e-02
-23.000000 3.658752e-02
-22.750000 3.659372e-02
-22.500000 3.660240e-02
-22.250000 3.660958e-02
-22.000000 3.661272e-02
-21.750000 3.661112e-02
-21.500000 3.660601e-02
-21.250000 3.660062e-02
-21.000000 3.660006e-02
-20.750000 3.661105e-02
-20.500000 3.664150e-02
-20.250000 3.670000e-02
-20.000000 3.679516e-02
-19.750000 3.693495e-02
-19.500000 3.712594e-02
-19.250000 3.737273e-02
-19.000000 3.767737e-02
-18.750000 3.803911e-02
-18.500000 3.845425e-02
-18.250000 3.891640e-02
-18.000000 3.941682e-02
-17.750000 3.994504e-02
-17.500000 4.048960e-02
-17.250000 4.103882e-02
-17.000000 4.158158e-02
-16.750000 4.210804e-02
-16.500000 4.261019e-02
-16.250000 4.308231e-02
